kor,no,url,part
필생,11326,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227798/MOV000242480_700X466.mp4,
필수,12710,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627703/MOV000250441_700X466.mp4,
필수과목,10293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213738/MOV000236154_700X466.mp4,
필수품,5756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237408/MOV000246850_700X466.mp4,
필승,1419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213739/MOV000236156_700X466.mp4,
필시,4194,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238052/MOV000247166_700X466.mp4,
필시,12710,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627703/MOV000250441_700X466.mp4,
필연,4033,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230379/MOV000243682_700X466.mp4,
필연,4195,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238161/MOV000247168_700X466.mp4,
필연,7830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241852/MOV000254154_700X466.mp4,
필요,1420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624327/MOV000236158_700X466.mp4,
필요,10734,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624328/MOV000254669_700X466.mp4,
필요,10735,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624329/MOV000254671_700X466.mp4,
필요,12266,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20161104/430803/MOV000353327_700X466.mp4,
필요성,12122,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237409/MOV000246852_700X466.mp4,
필요없다,4086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230497/MOV000243720_700X466.mp4,
필요없다,8895,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004598/MOV000359678_700X466.mp4,
필요없다,10294,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213741/MOV000236160_700X466.mp4,
필요없다,12798,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242630/MOV000255698_700X466.mp4,
필자,1421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213841/MOV000236162_700X466.mp4,
필자,3885,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228433/MOV000242760_700X466.mp4,
필자,9505,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244013/MOV000258417_700X466.mp4,
필자,11851,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731441/MOV000259360_700X466.mp4,
필체,3392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227799/MOV000242482_700X466.mp4,
필터,15862,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272469/MOV000273566_700X466.mp4,
필통,1422,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213842/MOV000236164_700X466.mp4,
핍박,4196,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238162/MOV000247170_700X466.mp4,
핍박,4526,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733548/MOV000248396_700X466.mp4,
핑계,8767,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160923/344476/MOV000239075_700X466.mp4,
핑계,10295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213844/MOV000236168_700X466.mp4,
핑계,11476,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005907/MOV000359909_700X466.mp4,
핑크,5773,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785402/MOV000357062_700X466.mp4,
핑크,9184,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630018/MOV000254899_700X466.mp4,
핑크색,5773,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785402/MOV000357062_700X466.mp4,
핑크색,9184,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630018/MOV000254899_700X466.mp4,
핑퐁,4197,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785144/MOV000356994_700X466.mp4,
하,3962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624345/MOV000243408_700X466.mp4,
하,4169,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624348/MOV000243322_700X466.mp4,
하,7958,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4,
하강,512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631913/MOV000246760_700X466.mp4,
하게체,20795,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286669/MOV000288827_700X466.mp4,명사
하고,12693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009737/MOV000360034_700X466.mp4,
하고,20796,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290362/MOV000288831_700X466.mp4,조사
하고,20797,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290363/MOV000288833_700X466.mp4,조사
하교,9295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213846/MOV000236172_700X466.mp4,
하기,4198,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238164/MOV000247174_700X466.mp4,
하나,1398,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/214120/MOV000236320_700X466.mp4,
하나,10906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243427/MOV000257263_700X466.mp4,
하나,12573,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009715/MOV000360025_700X466.mp4,
하나님,1424,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044051/MOV000361126_700X466.mp4,
하나님,1426,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213850/MOV000236179_700X466.mp4,
하나하나,1425,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213849/MOV000236177_700X466.mp4,
하나하나,10908,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242306/MOV000255057_700X466.mp4,
하녀,3961,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229867/MOV000243406_700X466.mp4,
하느님,1424,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044051/MOV000361126_700X466.mp4,
하느님,1426,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213850/MOV000236179_700X466.mp4,
하늘,2661,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233195/MOV000244958_700X466.mp4,
하늘,3746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632326/MOV000248714_700X466.mp4,
하늘,8863,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346894/MOV000260172_700X466.mp4,
하늘,12293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632325/MOV000246764_700X466.mp4,
하늘빛,8578,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227800/MOV000242484_700X466.mp4,
하늘색,4199,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785145/MOV000356995_700X466.mp4,
하다,1427,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624330/MOV000236182_700X466.mp4,
하다,11217,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624331/MOV000240429_700X466.mp4,
하동,4200,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238166/MOV000247178_700X466.mp4,
하드디스크,1428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213853/MOV000236184_700X466.mp4,
하드디스크,15863,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272470/MOV000273568_700X466.mp4,
하드웨어,15864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272471/MOV000273571_700X466.mp4,
하드카피,15865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272472/MOV000273574_700X466.mp4,
하락,512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631913/MOV000246760_700X466.mp4,
하루,8996,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630050/MOV000259259_700X466.mp4,
하루,9297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630048/MOV000236186_700X466.mp4,
하루,10843,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630049/MOV000256634_700X466.mp4,
하루살이,3393,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227801/MOV000242486_700X466.mp4,
하루종일,9297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630048/MOV000236186_700X466.mp4,
하룻밤,4202,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628063/MOV000247182_700X466.mp4,
하류,3962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624345/MOV000243408_700X466.mp4,
하류,7958,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4,
하류사회,3963,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229869/MOV000243410_700X466.mp4,
하릴없다,2630,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728928/MOV000246766_700X466.mp4,
하마,10296,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213855/MOV000236188_700X466.mp4,
하마터면,1429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213856/MOV000236190_700X466.mp4,
하며,20798,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290364/MOV000288835_700X466.mp4,조사
하모니카,1430,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040353/MOV000360752_700X466.mp4,
하물며,1431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624367/MOV000236194_700X466.mp4,
하물며,1481,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624369/MOV000236616_700X466.mp4,
하물며,2702,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624370/MOV000244480_700X466.mp4,
하물며,6220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624365/MOV000251889_700X466.mp4,
하물며,6224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624366/MOV000251901_700X466.mp4,
하물며,8428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624371/MOV000258293_700X466.mp4,
하물며,8740,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624364/MOV000259638_700X466.mp4,
하물며,9551,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624372/MOV000259033_700X466.mp4,
하물며,10204,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624373/MOV000243432_700X466.mp4,
하물며,10289,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624368/MOV000236342_700X466.mp4,
하반신,1432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213859/MOV000236196_700X466.mp4,
하복,10297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041807/MOV000360865_700X466.mp4,
하사,1433,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044050/MOV000361125_700X466.mp4,
하산,10965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240680/MOV000251842_700X466.mp4,
하산,11252,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237268/MOV000246768_700X466.mp4,
하소서체,20799,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286673/MOV000288837_700X466.mp4,명사
하소연,8864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344731/MOV000246770_700X466.mp4,
하소연,8865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346895/MOV000260173_700X466.mp4,
하수,9723,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344600/MOV000242488_700X466.mp4,
하수,9724,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346936/MOV000260276_700X466.mp4,
하수,24022,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633265/MOV000256711_700X466.mp4,
하숙,1434,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213862/MOV000236202_700X466.mp4,
하숙비,3394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227803/MOV000242490_700X466.mp4,
하순,9299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213863/MOV000236204_700X466.mp4,
하십시오체,20800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286674/MOV000288841_700X466.mp4,명사
하야,7888,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241883/MOV000254216_700X466.mp4,
하야,10298,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040120/MOV000360603_700X466.mp4,
하얀색,8542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010134/MOV000360120_700X466.mp4,
하양,1435,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213865/MOV000236208_700X466.mp4,
하양,3024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735147/MOV000244266_700X466.mp4,
하양,4459,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238539/MOV000247576_700X466.mp4,
하양,12574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237270/MOV000246772_700X466.mp4,
하양,12902,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226777/MOV000242022_700X466.mp4,
하얗다,1435,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213865/MOV000236208_700X466.mp4,
하얗다,3024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735147/MOV000244266_700X466.mp4,
하얗다,4459,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238539/MOV000247576_700X466.mp4,
하얗다,12574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237270/MOV000246772_700X466.mp4,
하얗다,12902,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226777/MOV000242022_700X466.mp4,
하여금,8579,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734990/MOV000242492_700X466.mp4,
하여라,11253,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237271/MOV000246774_700X466.mp4,
하여라,11256,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237521/MOV000246878_700X466.mp4,
하오,5025,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625155/MOV000247114_700X466.mp4,
하오,9455,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625156/MOV000247184_700X466.mp4,
하오,9456,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629464/MOV000260170_700X466.mp4,
하오체,20801,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286675/MOV000288845_700X466.mp4,명사
하와이,1436,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044030/MOV000361124_700X466.mp4,
하위어,20802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290365/MOV000288849_700X466.mp4,명사
하의,8791,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345528/MOV000243412_700X466.mp4,
하의,8792,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346900/MOV000260209_700X466.mp4,
하의어,20803,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286677/MOV000288852_700X466.mp4,명사
하이킹,1437,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213867/MOV000236212_700X466.mp4,
하이퍼링크,15866,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272473/MOV000273577_700X466.mp4,
하이퍼텍스트,15867,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272474/MOV000273580_700X466.mp4,
하이픈,20804,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290366/MOV000288856_700X466.mp4,명사
하이힐,1438,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735489/MOV000236214_700X466.mp4,
하인,3996,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732176/MOV000243414_700X466.mp4,
하자,4203,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785147/MOV000356996_700X466.mp4,
